"vehicleid","Brand","Model","Year","N_view","N_offer","Seller_Type","Ask_Price","Sale_Price","Target"
475312,"Renault","Megane",2018,165,11,"FILO",680000,683000,4
510780,"Renault","Megane",2018,43,1,"FILO",660000,650000,4
518623,"Renault","Clio",2018,376,5,"FILO",635000,640500,4
518745,"Renault","Clio",2019,362,14,"FILO",625000,625000,4
519030,"Renault","Clio",2018,33,6,"FILO",625000,625000,2
519671,"Renault","Megane",2020,1,0,"Satın Alma",797700,797700,1
520133,"Peugeot","2008",2022,74,4,"RAC",1085000,1044100,2
520186,"Renault","Megane",2022,0,0,"Satın Alma",9e+05,9e+05,1
520332,"Renault","Clio",2019,153,7,"FILO",595000,596000,4
520351,"Peugeot","2008",2022,70,16,"RAC",1035000,1004000,3
520531,"Citroen","C-Elysee",2021,14,3,"RAC",590000,580200,1
520535,"Citroen","C-Elysee",2022,95,45,"RAC",6e+05,638000,1
520538,"Opel","Mokka",2022,68,22,"RAC",1137500,1140500,1
520546,"Renault","Megane",2022,151,19,"RAC",870000,0,3
520629,"Opel","Mokka",2022,39,62,"RAC",1035000,1092000,1
520632,"Renault","Megane",2022,125,30,"RAC",835000,856000,1
520639,"Citroen","C-Elysee",2022,64,17,"RAC",595000,633000,1
520654,"Renault","Clio",2022,20,9,"RAC",590000,591500,1
520672,"Renault","Taliant",2022,43,12,"RAC",670000,661500,3
520673,"Renault","Clio",2022,20,104,"RAC",650000,701000,1
520674,"Renault","Taliant",2022,81,6,"RAC",675000,675000,2
520681,"Opel","Mokka",2021,57,5,"RAC",1030000,1028000,1
520688,"Opel","Mokka",2021,91,22,"RAC",1030000,1030000,2
520691,"Opel","Mokka",2022,73,80,"RAC",1130000,1192000,1
520692,"Renault","Clio",2022,65,5,"RAC",730000,727000,3
521675,"Renault","Megane",2020,190,18,"FILO",730000,733000,4
521679,"Renault","Megane",2020,177,7,"FILO",755000,755000,4
521909,"Opel","Mokka",2022,21,13,"RAC",1130000,1132000,1
522656,"Renault","Clio",2022,41,5,"RAC",740000,730500,1
522729,"Renault","Clio",2022,13,14,"RAC",550000,538500,1
522766,"Renault","Clio",2022,40,27,"RAC",585000,581300,3
523256,"Peugeot","3008",2022,205,107,"RAC",1370000,1432000,1
523259,"Renault","Clio",2022,24,20,"RAC",580000,587500,1
523266,"Renault","Clio",2022,43,34,"RAC",585000,0,2
523327,"Opel","Mokka",2022,49,11,"RAC",1150000,1139500,1
523519,"Peugeot","3008",2022,106,15,"RAC",1370000,1437000,1
523522,"Opel","Mokka",2022,27,18,"RAC",1055000,1050500,1
523523,"Renault","Clio",2022,21,6,"RAC",585000,0,2
523539,"Citroen","C-Elysee",2022,76,15,"RAC",652000,0,2
523540,"Renault","Clio",2022,59,77,"RAC",580000,588500,3
523683,"Peugeot","2008",2022,38,2,"RAC",1170000,1155000,1
523692,"Renault","Megane",2022,120,42,"RAC",835000,866000,1
525001,"Renault","Clio",2022,45,5,"RAC",735000,735500,1
525105,"Renault","Clio",2022,26,1,"RAC",730000,720000,1
525113,"Opel","Mokka",2021,99,32,"RAC",1030000,1042000,2
525120,"Opel","Mokka",2021,28,8,"RAC",1080000,1078000,1
525176,"Renault","Clio",2022,40,20,"RAC",690000,596000,1
525431,"Renault","Megane",2020,152,3,"RAC",750000,702000,4
525495,"Renault","Clio",2022,69,5,"RAC",598000,597500,2
525496,"Opel","Mokka",2022,36,4,"RAC",1050000,1035000,1
525504,"Renault","Taliant",2022,92,38,"RAC",680000,683000,2
525505,"Renault","Clio",2022,64,30,"RAC",730000,745500,1
525518,"Opel","Crossland",2022,18,3,"RAC",960000,960200,1
525525,"Renault","Clio",2022,15,2,"RAC",590000,585000,1
525534,"Renault","Taliant",2022,14,1,"RAC",650000,636000,1
525536,"Renault","Taliant",2022,45,3,"RAC",670000,676000,1
525632,"Opel","Mokka",2022,41,1,"RAC",1195000,1183500,1
525744,"Renault","Megane",2020,112,11,"FILO",845000,845000,3
525745,"Renault","Megane",2020,203,64,"FILO",760000,807000,3
525766,"Renault","Clio",2019,171,97,"FILO",620000,620750,3
525767,"Renault","Clio",2018,200,31,"FILO",670000,687000,4
525769,"Renault","Megane",2020,11,11,"FILO",770000,770000,3
525803,"Renault","Clio",2018,172,20,"FILO",705000,706500,3
525804,"Renault","Megane",2020,82,4,"FILO",835000,836600,2
525805,"Renault","Megane",2020,10,5,"RAC",9e+05,9e+05,3
525872,"Renault","Clio",2022,132,19,"RAC",745000,0,2
525873,"Opel","Corsa",2021,54,12,"RAC",780000,752000,3
525878,"Renault","Taliant",2022,18,33,"RAC",645000,635500,1
525888,"Citroen","C3 AirCross",2022,75,16,"RAC",950000,945000,3
525926,"Renault","Megane",2020,0,0,"Satın Alma",1085000,1085000,1
526013,"Renault","Megane",2020,0,0,"Satın Alma",NA,1200000,1
526031,"Renault","Megane",2020,0,0,"Satın Alma",NA,1085000,1
526317,"Peugeot","2008",2022,38,3,"RAC",1165000,1165000,1
526318,"Citroen","C5 AirCross",2022,42,36,"RAC",1298000,1315000,2
526324,"Citroen","C3 AirCross",2022,44,6,"RAC",880000,0,3
526325,"Renault","Taliant",2022,105,20,"RAC",680000,666000,2
526327,"Renault","Clio",2022,38,6,"RAC",590000,591500,1
526328,"Renault","Clio",2022,68,30,"RAC",587500,594000,2
526332,"Renault","Clio",2022,52,8,"RAC",585000,585300,3
526458,"Opel","Mokka",2021,78,41,"RAC",1045000,1053500,2
526460,"Renault","Megane",2022,70,2,"RAC",850000,835000,2
526461,"Renault","Taliant",2022,163,23,"RAC",670000,674000,1
526468,"Peugeot","2008",2022,91,136,"RAC",1120000,1235000,1
526474,"Renault","Clio",2022,38,4,"RAC",730000,735700,1
526731,"Renault","Clio",2019,614,14,"RAC",444000,445500,4
527045,"Renault","Clio",2019,72,4,"FILO",735000,0,2
527047,"Renault","Clio",2019,109,2,"FILO",695000,0,3
527132,"Citroen","C-Elysee",2020,48,12,"RAC",565000,555000,2
527137,"Opel","Mokka",2021,46,30,"RAC",1030000,1041000,2
527138,"Opel","Mokka",2021,33,5,"RAC",1030000,1029000,1
527140,"Opel","Mokka",2022,77,8,"RAC",1140000,1141500,1
527142,"Renault","Clio",2022,64,10,"RAC",747500,0,2
527143,"Renault","Clio",2022,7,17,"RAC",585000,590500,1
527146,"Renault","Clio",2022,149,17,"RAC",7e+05,734000,1
527148,"Renault","Megane",2022,99,16,"RAC",850000,849500,2
527151,"Peugeot","2008",2022,169,14,"RAC",1165000,1159000,3
527152,"Opel","Mokka",2022,32,7,"RAC",1090000,1068500,1
527153,"Renault","Clio",2022,104,32,"RAC",7e+05,731000,1
527162,"Renault","Clio",2022,115,17,"RAC",585000,575500,4
527173,"Renault","Megane",2022,25,7,"RAC",865000,870000,1
527216,"Citroen","C5 AirCross",2022,238,20,"RAC",1360000,0,3
527219,"Citroen","C3 AirCross",2022,26,13,"RAC",870000,866500,1
527223,"Renault","Clio",2022,23,9,"RAC",585000,583000,2
527227,"Opel","Crossland",2022,79,23,"RAC",935000,940500,2
527248,"Renault","Megane",2020,387,10,"RAC",611000,0,4
527315,"Renault","Trafic",2017,115,26,"FILO",292000,290500,3
527633,"Renault","Clio",2021,35,3,"RAC",715000,694000,1
527637,"Opel","Mokka",2022,36,1,"RAC",1140000,1130000,1
527640,"Opel","Mokka",2022,62,9,"RAC",1140000,1125000,1
527641,"Renault","Taliant",2022,14,7,"RAC",660000,655000,1
527647,"Renault","Clio",2022,14,3,"RAC",585000,582500,1
527648,"Renault","Megane",2022,176,45,"RAC",870000,865000,4
527683,"Renault","Megane",2020,242,11,"FILO",7e+05,681000,4
527808,"Citroen","C-Elysee",2022,85,3,"RAC",645000,636000,3
527811,"Opel","Crossland",2022,82,60,"RAC",880000,920000,1
527962,"Renault","SYMBOL",2016,98,29,"RAC",414000,410000,4
527990,"Peugeot","2008",2020,68,165,"RAC",735000,761500,4
527992,"Peugeot","301",2020,34,46,"RAC",510000,510000,3
527993,"Peugeot","301",2020,257,7,"RAC",475000,475500,4
527994,"Renault","Megane",2018,56,33,"RAC",650000,651700,4
527995,"Renault","Clio",2020,7,15,"RAC",460000,0,3
527999,"Renault","Megane",2018,187,12,"RAC",6e+05,6e+05,4
528003,"Renault","Megane",2018,104,79,"RAC",650000,686500,4
528004,"Renault","Megane",2018,73,55,"RAC",630000,645000,4
528005,"Renault","Megane",2018,578,5,"RAC",720000,0,4
528023,"Opel","Mokka",2022,115,20,"RAC",1120000,1137000,1
528030,"Citroen","C-Elysee",2022,32,9,"RAC",655000,655500,2
528112,"Opel","Mokka",2022,15,3,"RAC",1090000,1061500,1
528119,"Renault","Taliant",2022,17,7,"RAC",675000,666500,1
528121,"Renault","Taliant",2022,91,9,"RAC",670000,670500,1
528136,"Renault","Megane",2020,43,24,"FILO",890000,887300,4
528157,"Renault","Clio",2020,4,8,"FILO",675000,664000,1
528191,"Renault","Megane",2021,43,65,"RAC",870000,892500,1
528195,"Renault","Taliant",2021,41,14,"RAC",650000,648500,1
528200,"Renault","Taliant",2022,39,1,"RAC",665000,662000,3
528246,"Renault","Fluence",2015,72,12,"UYE",420000,4e+05,3
528357,"Opel","Mokka",2022,11,5,"RAC",1150000,1142500,1
528358,"Opel","Mokka",2022,55,6,"RAC",1035000,1043000,1
528359,"Opel","Mokka",2022,83,8,"RAC",1137500,1135500,3
528360,"Renault","Clio",2022,67,7,"RAC",585000,585500,3
528362,"Renault","Clio",2022,90,45,"RAC",740000,746000,2
528363,"Renault","Clio",2022,8,3,"RAC",590000,583800,1
528364,"Renault","Clio",2022,53,22,"RAC",725000,730500,1
528365,"Renault","Clio",2022,28,9,"RAC",597500,596500,1
528392,"Renault","Taliant",2021,24,3,"RAC",640000,625000,1
528472,"Opel","Mokka",2022,138,13,"RAC",1050000,0,4
528473,"Opel","Mokka",2022,47,79,"RAC",1140000,1175000,1
528474,"Renault","Clio",2022,23,4,"RAC",585000,0,3
528475,"Renault","Clio",2022,30,10,"RAC",595000,588500,1
528478,"Renault","Clio",2022,15,1,"RAC",585000,579000,1
528521,"Citroen","C-Elysee",2022,66,23,"RAC",6e+05,641000,1
528586,"Renault","Clio",2022,31,5,"RAC",598000,597500,1
528587,"Citroen","C3 AirCross",2022,116,16,"RAC",865000,864000,4
528588,"Renault","Clio",2022,17,2,"RAC",590000,590000,1
528614,"Opel","Mokka",2022,45,18,"RAC",1130000,1139000,1
528655,"Renault","Megane",2020,48,5,"RAC",830000,782100,3
528669,"Opel","Mokka",2021,46,13,"RAC",1030000,1030000,2
528672,"Peugeot","2008",2022,115,33,"RAC",1150000,1157500,3
528723,"Opel","Mokka",2022,21,16,"RAC",1150000,1142500,1
528724,"Opel","Mokka",2022,52,79,"RAC",1190000,1224500,1
528726,"Renault","Taliant",2022,45,5,"RAC",675000,0,3
528728,"Renault","Clio",2022,57,6,"RAC",695000,551500,3
528729,"Citroen","C-Elysee",2022,154,68,"RAC",6e+05,640000,1
528730,"Renault","Megane",2022,83,46,"RAC",835000,871000,1
528732,"Renault","Taliant",2022,30,18,"RAC",652500,652000,2
528733,"Opel","Crossland",2022,70,8,"RAC",935000,0,2
528734,"Peugeot","2008",2022,19,14,"RAC",1170000,1168500,1
528766,"Renault","Clio",2018,38,1,"FILO",590000,590000,2
528773,"Renault","CLIO",2015,101,8,"RAC",434000,430100,4
528775,"Opel","Astra",2019,235,3,"RAC",770000,0,4
528785,"Renault","Taliant",2022,70,6,"RAC",675000,674000,1
528789,"Renault","Clio",2022,116,32,"RAC",715000,716500,4
528798,"Renault","Taliant",2022,28,1,"RAC",710000,641000,1
528833,"Renault","Symbol",2020,30,9,"RAC",467000,468100,4
528840,"Opel","Corsa",2023,0,8,"RAC",792000,790500,1
528844,"Renault","Symbol",2020,2,19,"RAC",471500,0,3
528920,"Citroen","C3 AirCross",2022,54,12,"RAC",820000,880000,1
528922,"Renault","Clio",2022,41,3,"RAC",735000,735000,2
528924,"Renault","Clio",2022,75,3,"RAC",735000,733000,1
528932,"Renault","Megane",2022,203,26,"RAC",835000,837000,1
528933,"Opel","Mokka",2021,92,70,"RAC",970000,1041000,1
528968,"Renault","Megane",2020,60,8,"RAC",720000,710500,4
529037,"Peugeot","2008",2020,45,7,"FILO",920000,910000,4
529049,"Renault","Megane",2020,17,68,"FILO",780000,671500,4
529050,"Renault","Clio",2020,3,23,"FILO",650000,0,2
529056,"Renault","Megane",2020,241,43,"FILO",840000,0,4
529163,"Opel","Mokka",2022,39,29,"RAC",1131000,1138000,2
529178,"Peugeot","2008",2022,37,10,"RAC",1165000,1166000,1
529179,"Renault","Taliant",2022,38,6,"RAC",665000,664500,2
529180,"Renault","Clio",2022,41,6,"RAC",585000,0,3
529181,"Citroen","C-Elysee",2022,61,24,"RAC",6e+05,641000,1
529182,"Renault","Taliant",2022,60,12,"RAC",665000,666000,3
529184,"Opel","Mokka",2022,26,1,"RAC",1140000,1140200,1
529185,"Renault","Clio",2022,49,23,"RAC",580000,0,3
529190,"Peugeot","2008",2022,92,6,"RAC",1165000,0,2
529191,"Renault","Clio",2022,49,3,"RAC",725000,717000,2
529192,"Renault","Clio",2022,41,5,"RAC",590000,0,2
529195,"Opel","Mokka",2022,65,34,"RAC",1035000,1065000,1
529196,"Renault","Clio",2022,68,3,"RAC",730000,729500,3
529198,"Citroen","C-Elysee",2022,96,30,"RAC",6e+05,646000,1
529199,"Renault","Clio",2022,52,8,"RAC",585000,585000,1
529200,"Renault","Clio",2022,27,5,"RAC",615000,611000,1
529201,"Renault","Clio",2022,15,46,"RAC",585000,578500,1
529202,"Renault","Taliant",2022,61,33,"RAC",665000,0,2
529207,"Renault","Clio",2022,37,37,"RAC",587500,597500,1
529208,"Renault","Clio",2022,21,3,"RAC",585000,585000,1
529210,"Renault","Clio",2022,136,9,"RAC",735000,735500,1
529216,"Renault","Clio",2022,17,34,"RAC",7e+05,711000,1
529219,"Opel","Mokka",2021,102,33,"RAC",970000,990000,1
529222,"Opel","Mokka",2022,40,1,"RAC",1150000,0,2
529257,"Opel","Corsa",2023,0,1,"RAC",830000,825300,1
529258,"Peugeot","3008",2023,0,3,"RAC",1455000,0,3
529292,"Renault","Clio",2022,114,43,"RAC",698000,728000,1
529379,"Renault","Megane",2019,0,39,"FILO",675000,675000,3
529476,"Opel","Crossland",2022,26,22,"RAC",850000,875000,1
529509,"Opel","Mokka",2022,49,11,"RAC",1130000,1127500,1
529510,"Peugeot","2008",2022,78,14,"RAC",1180000,1171000,1
529511,"Renault","Taliant",2022,165,27,"RAC",665000,0,4
529512,"Renault","Taliant",2022,30,5,"RAC",680000,673000,1
529522,"Opel","Crossland",2022,76,56,"RAC",917000,937000,3
529530,"Peugeot","3008",2023,0,2,"RAC",1422000,1421000,2
529544,"Renault","Clio",2023,1,2,"RAC",665000,663500,1
529647,"Renault","SYMBOL",2015,73,3,"FILO",NA,308500,1
529827,"Opel","Crossland",2022,54,4,"RAC",930000,909500,1
529830,"Renault","Clio",2022,25,13,"RAC",6e+05,6e+05,1
529831,"Renault","Clio",2022,145,25,"RAC",690000,670500,3
529836,"Renault","Clio",2022,19,3,"RAC",620000,611000,1
529837,"Renault","Clio",2022,18,42,"RAC",587500,598500,1
529838,"Renault","Clio",2022,70,42,"RAC",580000,592000,1
529843,"Opel","Corsa",2022,18,3,"RAC",855000,815500,1
529844,"Renault","Clio",2022,147,15,"RAC",580000,564000,1
529845,"Renault","Clio",2022,65,12,"RAC",598000,600500,1
529846,"Renault","Clio",2022,9,6,"RAC",585000,581000,1
529847,"Renault","Taliant",2022,39,6,"RAC",670000,671000,1
529850,"Opel","Corsa",2022,25,16,"RAC",820000,822500,1
529854,"Opel","Mokka",2022,27,10,"RAC",1140000,1136700,1
529855,"Opel","Crossland",2022,75,12,"RAC",950000,957000,1
529861,"Renault","Clio",2022,119,20,"RAC",735000,735000,2
529866,"Opel","Crossland",2022,24,2,"RAC",925000,914500,1
529867,"Renault","Clio",2022,119,3,"RAC",725000,725500,2
529873,"Renault","Clio",2022,120,8,"RAC",590000,579000,4
529874,"Renault","Clio",2022,29,1,"RAC",730000,720500,1
529898,"Opel","Mokka",2022,46,4,"RAC",1120000,0,2
529904,"Opel","Crossland",2022,44,11,"RAC",930000,933000,1
530005,"Renault","Clio",2022,78,26,"RAC",720000,708500,2
530032,"Renault","Clio",2020,2,0,"YETKILI SATICI",580000,580000,2
530033,"Opel","ASTRA",2017,1,0,"YETKILI SATICI",650000,650000,2
530106,"Renault","Clio",2021,87,20,"RAC",650000,640500,3
530107,"Citroen","C3 AirCross",2022,57,1,"RAC",875000,869500,3
530111,"Renault","MEGANE",2017,10,1,"FILO",595000,0,4
530122,"Citroen","C-Elysee",2022,98,13,"RAC",652000,0,2
530124,"Citroen","C-Elysee",2022,74,13,"RAC",650000,0,3
530130,"Peugeot","2008",2022,108,18,"RAC",1115000,1112000,3
530131,"Renault","Clio",2022,25,35,"RAC",740000,745500,1
530139,"Opel","Mokka",2021,31,4,"RAC",1035000,1034000,1
530143,"Renault","Taliant",2022,32,1,"RAC",665000,663000,2
530150,"Opel","Corsa",2022,36,17,"RAC",820000,822000,1
530247,"Opel","ASTRA",2016,15,1,"RAC",616000,609300,3
530277,"Renault","Clio",2023,6,5,"RAC",697000,696200,1
530291,"Peugeot","3008",2023,58,4,"RAC",1395000,1395000,3
530292,"Peugeot","3008",2023,51,2,"RAC",1395000,1393500,3
530294,"Peugeot","3008",2023,2,0,"RAC",1420000,1420000,1
530381,"Renault","Megane",2022,1,5,"RAC",875000,873800,1
530398,"Peugeot","3008",2023,354,8,"RAC",1358000,0,3
530400,"Peugeot","3008",2023,1,9,"RAC",1420000,1420000,2
530402,"Peugeot","3008",2023,0,0,"RAC",1395000,1395000,3
530403,"Peugeot","3008",2023,1,0,"RAC",1405000,0,3
530404,"Peugeot","3008",2023,122,5,"RAC",1330000,1329500,3
530406,"Peugeot","3008",2023,174,23,"RAC",1330000,1336000,4
530461,"Renault","Megane",2020,3,1,"FILO",950000,919500,2
530462,"Renault","Megane",2020,69,34,"FILO",874000,862500,4
530464,"Renault","Megane",2020,208,5,"FILO",770000,754000,4
530465,"Renault","Megane",2020,67,43,"FILO",785000,0,4
530466,"Renault","Megane",2020,333,62,"FILO",785000,0,4
530467,"Renault","Clio",2020,1,15,"FILO",630000,605500,3
530468,"Renault","Megane",2020,49,22,"FILO",660000,645000,4
530469,"Renault","Clio",2020,1,8,"FILO",675000,658200,1
530470,"Renault","Megane",2020,137,31,"FILO",825000,817000,4
530472,"Opel","Crossland",2022,18,13,"RAC",962000,952000,1
530475,"Renault","Clio",2022,119,11,"RAC",7e+05,726000,1
530499,"Citroen","C-Elysee",2022,0,11,"FILO",630000,610000,1
530501,"Renault","Clio",2022,0,14,"FILO",674000,674000,1
530717,"Opel","Mokka",2022,26,12,"RAC",1130000,1133000,1
530718,"Renault","Taliant",2022,114,7,"RAC",665000,665000,3
530725,"Citroen","C-Elysee",2021,56,2,"RAC",535000,516700,2
530986,"Opel","Corsa",2022,21,1,"RAC",820000,815500,1
531005,"Renault","MASTER",2013,0,16,"YETKILI SATICI",418000,4e+05,2
531013,"Renault","Megane",2018,1,4,"UYE",745000,699900,1
531018,"Renault","Clio",2021,55,4,"RAC",7e+05,694500,1
531069,"Renault","Clio",2022,0,2,"RAC",725000,724000,1
531073,"Renault","Clio",2023,10,0,"RAC",660000,660000,2
531076,"Renault","Clio",2023,0,1,"RAC",660000,659000,2
531092,"Renault","Clio",2018,119,3,"FILO",675000,0,3
531093,"Renault","Clio",2018,94,2,"FILO",685000,685000,3
531104,"Renault","Clio",2018,394,54,"FILO",7e+05,712000,4
531105,"Renault","Clio",2019,94,17,"FILO",675000,680500,3
531173,"Renault","Clio",2022,59,6,"RAC",715000,711100,4
531213,"Renault","Clio",2022,2,2,"RAC",625000,590200,3
531214,"Renault","Clio",2022,1,7,"RAC",625000,615000,1
531270,"Renault","Clio",2023,37,2,"RAC",660000,659000,1
531271,"Renault","Clio",2023,83,9,"RAC",660000,660500,1
531275,"Renault","Clio",2023,28,5,"RAC",658000,658500,3
531289,"Renault","Clio",2023,29,2,"RAC",657500,657000,1
531423,"Renault","Clio",2023,3,1,"RAC",632500,630500,1
531425,"Renault","Clio",2023,0,1,"RAC",615000,612500,1
531426,"Renault","Clio",2023,33,4,"RAC",657500,656500,3
531461,"Opel","Corsa",2022,1,6,"FILO",615000,615000,1
531464,"Citroen","C-Elysee",2022,0,7,"YETKILI SATICI",590000,590500,1
531466,"Citroen","C-Elysee",2022,1,5,"YETKILI SATICI",6e+05,594500,1
531487,"Opel","Mokka",2022,41,7,"RAC",1135000,1130500,1
531488,"Opel","Mokka",2022,67,23,"RAC",1132000,1135000,3
531489,"Citroen","C3 AirCross",2022,76,54,"RAC",816000,873000,1
531492,"Renault","Clio",2022,34,8,"RAC",735000,725500,2
531495,"Opel","Crossland",2022,50,6,"RAC",930000,0,3
531500,"Opel","Mokka",2022,81,21,"RAC",1085000,1087000,4
531505,"Renault","Megane",2022,29,16,"RAC",865000,875500,1
531506,"Renault","Taliant",2022,53,16,"RAC",660000,661000,1
531508,"Renault","Taliant",2022,141,9,"RAC",650000,643000,4
531527,"Renault","Taliant",2022,19,6,"RAC",675000,675500,1
531531,"Renault","Clio",2022,19,1,"RAC",735000,735400,1
531537,"Citroen","C-Elysee",2022,35,25,"RAC",652000,655000,1
531560,"Peugeot","3008",2019,92,16,"YETKILI SATICI",945000,909500,3
531639,"Renault","Clio",2023,3,1,"RAC",693000,692500,1
531640,"Renault","Clio",2023,4,11,"RAC",647500,647500,1
531644,"Peugeot","508",2017,5,80,"RAC",655000,684000,2
531645,"Peugeot","508",2017,303,33,"RAC",6e+05,0,4
531646,"Peugeot","508",2016,8,26,"RAC",615000,590000,4
531653,"Peugeot","508",2016,145,37,"RAC",590000,0,4
531654,"Peugeot","508",2017,66,26,"RAC",6e+05,597500,3
531655,"Peugeot","508",2017,98,13,"RAC",6e+05,580000,4
531657,"Peugeot","508",2017,2,2,"RAC",640000,602000,1
531659,"Peugeot","508",2016,0,6,"RAC",610000,587500,2
531663,"Peugeot","508",2018,100,13,"RAC",640000,630000,4
531761,"Renault","Megane",2021,43,9,"RAC",970000,948500,3
531771,"Renault","Clio",2022,128,25,"RAC",7e+05,733000,1
531775,"Opel","Mokka",2022,49,10,"RAC",1125000,0,3
531779,"Peugeot","2008",2022,70,2,"RAC",1120000,0,3
531782,"Opel","Mokka",2021,61,6,"RAC",1e+06,999000,2
531784,"Renault","Clio",2022,292,61,"RAC",705000,725000,1
531785,"Renault","Megane",2022,33,35,"RAC",855000,864500,1
531800,"Citroen","C3 AirCross",2022,32,18,"RAC",930000,933500,1
531801,"Opel","Crossland",2022,31,3,"RAC",930000,930000,1
531802,"Renault","Clio",2022,31,10,"RAC",735000,725500,1
531834,"Renault","Clio",2018,0,3,"RAC",495000,481500,2
531839,"Renault","CLIO",2017,0,8,"RAC",475000,462000,1
531851,"Renault","Megane",2021,2,2,"FILO",930000,909500,2
531854,"Renault","Talisman",2020,4,6,"FILO",950000,905000,2
531855,"Renault","Megane",2020,3,5,"FILO",835000,817000,3
531856,"Renault","Megane",2020,2,4,"FILO",925000,911800,1
531858,"Renault","Talisman",2020,3,2,"FILO",1200000,1165000,1
531859,"Renault","Clio",2020,1,3,"FILO",690000,650500,3
531860,"Renault","Clio",2020,1,4,"FILO",690000,657500,3
531861,"Renault","Megane",2021,1,5,"FILO",865000,819500,2
531862,"Renault","Megane",2021,1,1,"FILO",860000,0,2
531863,"Renault","Megane",2021,1,14,"FILO",850000,821500,2
531864,"Renault","Megane",2020,3,8,"FILO",860000,776800,3
531865,"Renault","Megane",2020,2,11,"FILO",8e+05,785100,1
531866,"Renault","Megane",2020,2,2,"FILO",735000,720600,3
531867,"Renault","Megane",2020,1,9,"FILO",835000,803700,4
531868,"Renault","Clio",2020,2,5,"FILO",660000,631000,3
531869,"Renault","Megane",2020,1,3,"FILO",925000,907000,3
531870,"Renault","Megane",2020,1,4,"FILO",945000,910000,3
531871,"Renault","Megane",2020,1,8,"FILO",895000,0,3
531872,"Renault","Megane",2020,1,23,"FILO",945000,922500,2
531873,"Renault","Megane",2020,4,12,"FILO",790000,740500,3
531874,"Renault","Clio",2020,1,1,"FILO",630000,0,3
531875,"Renault","Megane",2020,73,22,"FILO",8e+05,780300,4
531876,"Renault","Megane",2020,1,2,"FILO",1055000,1028500,1
531877,"Renault","Megane",2020,2,3,"FILO",1060000,1015000,3
531878,"Renault","Megane",2020,2,11,"FILO",830000,807500,3
531879,"Renault","Megane",2020,3,2,"FILO",950000,917000,2
531880,"Renault","Megane",2020,1,1,"FILO",9e+05,0,3
531882,"Renault","Megane",2020,5,6,"FILO",930000,0,2
531883,"Renault","Megane",2020,1,5,"FILO",960000,928000,2
531886,"Renault","Megane",2020,2,1,"FILO",950000,931000,1
531888,"Renault","Megane",2020,2,9,"FILO",950000,919500,2
531889,"Renault","Megane",2020,1,71,"FILO",925000,889000,4
531890,"Renault","Talisman",2020,2,18,"FILO",1150000,1100000,1
531908,"Citroen","C-Elysee",2020,0,23,"RAC",570000,570400,3
531916,"Opel","Corsa",2020,2,2,"RAC",740000,719800,1
531918,"Peugeot","208",2021,1,1,"RAC",720000,705600,2
531948,"Renault","Megane",2020,139,41,"FILO",869000,862500,4
531949,"Renault","Megane",2020,35,13,"FILO",780000,761500,4
532037,"Renault","Clio",2019,0,6,"RAC",520000,5e+05,1
532038,"Renault","Clio",2018,0,5,"RAC",510000,493000,1
532062,"Citroen","C-Elysee",2023,0,5,"YETKILI SATICI",675000,675000,1
532114,"Opel","CORSA",2015,1,0,"YETKILI SATICI",545000,545000,2
532117,"Renault","CLIO SYMBOL",2003,1,34,"UYE",270000,268300,2
532219,"Opel","ASTRA",2016,0,2,"RAC",661000,654300,2
532285,"Renault","Megane",2020,144,2,"FILO",805000,786300,4
532287,"Renault","Megane",2020,112,21,"FILO",795000,0,4
532288,"Renault","Clio",2020,1,13,"FILO",650000,613000,1
532289,"Renault","Megane",2020,1,2,"FILO",950000,919500,1
532309,"Citroen","C-Elysee",2023,1,41,"RAC",680000,672500,1
532338,"Peugeot","408",2023,4,18,"RAC",1370000,1373000,2
532340,"Renault","Megane",2021,0,7,"RAC",1020000,946700,1
532349,"Renault","Taliant",2022,0,24,"YETKILI SATICI",650000,635500,1
532353,"Opel","Crossland",2022,1,8,"YETKILI SATICI",855000,840000,1
532354,"Renault","Captur",2022,0,8,"YETKILI SATICI",950000,923500,1
532356,"Renault","Taliant",2022,1,22,"YETKILI SATICI",644000,629500,1
532362,"Renault","Clio",2022,0,36,"YETKILI SATICI",694000,691500,1
532364,"Renault","Clio",2022,0,33,"YETKILI SATICI",690000,668200,1
532369,"Renault","Clio",2022,4,6,"YETKILI SATICI",562000,545200,1
532371,"Renault","Clio",2022,0,17,"YETKILI SATICI",562000,540000,1
532373,"Renault","Captur",2020,0,19,"YETKILI SATICI",850000,850000,1
532377,"Renault","Clio",2022,8,6,"YETKILI SATICI",684000,674500,1
532378,"Citroen","C-Elysee",2022,0,22,"YETKILI SATICI",620000,615500,1
532379,"Renault","Taliant",2022,5,30,"YETKILI SATICI",654000,642000,1
532380,"Renault","Taliant",2022,0,11,"YETKILI SATICI",664000,638700,1
532381,"Renault","Taliant",2022,1,12,"YETKILI SATICI",664000,636500,1
532382,"Renault","Taliant",2022,0,46,"YETKILI SATICI",644000,0,2
532383,"Renault","Taliant",2022,5,15,"YETKILI SATICI",654000,641000,1
532384,"Renault","Taliant",2022,0,23,"YETKILI SATICI",654000,635300,1
532385,"Renault","Taliant",2022,3,11,"YETKILI SATICI",644000,632500,1
532386,"Citroen","C-Elysee",2022,0,15,"YETKILI SATICI",620000,610500,1
