"vehicleid","Brand","Model","Year","N_view","N_offer","Seller_Type","Ask_Price","Sale_Price","Target"
553238,"Renault","Clio",2019,26,25,"RAC",575000,581000,1
553245,"Citroen","C3",2004,10,9,"UYE",260000,238500,1
553251,"Renault","Clio",2020,96,2,"FILO",610000,590300,3
553252,"Renault","Clio",2020,24,1,"FILO",6e+05,584000,1
553253,"Renault","Megane",2021,83,1,"FILO",1205000,1188300,1
553254,"Renault","Megane",2021,46,1,"FILO",1205000,1188300,1
553256,"Renault","Megane",2021,79,2,"FILO",1205000,1188000,1
553258,"Renault","Megane",2021,35,2,"FILO",1180000,1174000,1
553260,"Renault","Megane",2021,36,0,"FILO",1175000,1166000,1
553361,"Citroen","C3",2023,57,49,"RAC",925000,0,2
553362,"Renault","Megane",2021,114,6,"FILO",1205000,0,2
553363,"Renault","Clio",2021,41,10,"FILO",750000,724500,1
553434,"Renault","Clio",2019,69,4,"RAC",560000,0,3
553437,"Opel","Corsa",2022,83,4,"RAC",850000,0,3
553438,"Renault","Clio",2023,197,14,"RAC",880000,865000,4
553439,"Citroen","C-Elysee",2023,37,3,"RAC",650000,635000,1
553443,"Renault","Clio",2018,190,8,"RAC",535000,0,2
553455,"Opel","Corsa",2023,70,80,"RAC",9e+05,895000,2
553460,"Citroen","C3",2021,84,10,"RAC",890000,0,3
553484,"Peugeot","2008",2023,91,52,"RAC",1230000,1180000,2
553497,"Peugeot","208",2023,99,8,"RAC",9e+05,865000,2
553500,"Opel","Corsa",2022,55,8,"RAC",860000,859000,1
553512,"Renault","Clio",2023,87,7,"RAC",710000,0,2
553528,"Renault","Clio",2023,58,14,"RAC",7e+05,685000,2
553533,"Renault","Clio",2023,43,23,"RAC",870000,875000,1
553541,"Opel","Corsa",2023,63,3,"RAC",850000,831500,2
553544,"Renault","Clio",2023,35,4,"RAC",780000,771500,1
553564,"Peugeot","2008",2023,46,2,"RAC",1180000,1175000,1
553567,"Opel","Corsa",2023,65,8,"RAC",870000,869500,1
553568,"Opel","Corsa",2022,44,10,"RAC",825000,824000,1
553570,"Peugeot","2008",2022,117,11,"RAC",1175000,1168000,1
553575,"Peugeot","2008",2023,56,21,"RAC",1300000,1241000,1
553576,"Citroen","C-Elysee",2022,68,6,"RAC",665000,666500,1
553580,"Peugeot","5008",2023,31,7,"RAC",1775000,1762000,1
553581,"Renault","Taliant",2023,35,2,"RAC",730000,723500,1
553595,"Opel","Corsa",2023,37,9,"RAC",850000,844500,1
553596,"Peugeot","2008",2022,55,6,"RAC",1175000,1143500,1
553597,"Renault","Clio",2023,112,23,"RAC",705000,711500,1
553604,"Renault","Clio",2023,102,9,"RAC",780000,772500,2
553614,"Opel","Corsa",2023,50,16,"RAC",875000,880500,1
553615,"Renault","Megane",2021,85,30,"FILO",1120000,0,2
553616,"Renault","Megane",2021,107,19,"FILO",1220000,1212000,1
553617,"Renault","Megane",2021,117,14,"FILO",1200000,1185000,2
553618,"Renault","Megane",2021,69,4,"FILO",1200000,0,2
553619,"Renault","Megane",2021,103,15,"FILO",1200000,1199000,1
553621,"Renault","Clio",2023,57,10,"RAC",720000,0,2
553624,"Peugeot","2008",2023,105,21,"RAC",1315000,1318000,1
553625,"Renault","Clio",2023,59,39,"RAC",865000,866500,1
553626,"Renault","Clio",2023,62,52,"RAC",775000,792000,1
553627,"Opel","Mokka",2023,81,8,"RAC",1175000,0,2
553634,"Renault","Clio",2023,50,4,"RAC",880000,870500,1
553638,"Peugeot","208",2023,36,7,"RAC",875000,871500,1
553644,"Peugeot","2008",2023,82,40,"RAC",1210000,1218500,1
553656,"Peugeot","3008",2022,122,10,"RAC",1675000,1641500,1
553659,"Renault","Taliant",2022,54,26,"RAC",680000,679500,2
553661,"Peugeot","2008",2022,67,87,"RAC",1055000,1083000,1
553670,"Renault","Clio",2023,197,51,"RAC",785000,771500,3
553677,"Opel","Crossland",2022,39,6,"RAC",1020000,1016000,2
553684,"Opel","Crossland",2022,14,48,"RAC",1025000,1016000,1
553685,"Peugeot","2008",2022,89,2,"RAC",1175000,1173500,1
553686,"Opel","Corsa",2023,64,3,"RAC",860000,846000,1
553688,"Opel","Corsa",2023,16,3,"RAC",960000,945000,1
553693,"Citroen","C5 AirCross",2022,110,9,"RAC",675000,1249000,1
553696,"Citroen","C-Elysee",2023,52,60,"RAC",680000,704500,1
553700,"Renault","Clio",2023,45,35,"RAC",680000,0,2
553702,"Opel","Mokka",2022,48,11,"RAC",1150000,1130000,2
553704,"Peugeot","408",2023,43,26,"RAC",1380000,1331000,1
553707,"Peugeot","2008",2023,194,15,"RAC",1325000,1313500,3
553719,"Renault","Taliant",2023,36,4,"RAC",730000,725500,1
553728,"Citroen","C-Elysee",2023,94,7,"RAC",705000,704500,1
553729,"Opel","Corsa",2023,97,15,"RAC",9e+05,883000,1
553730,"Peugeot","2008",2023,85,38,"RAC",1270000,0,2
553732,"Renault","Captur",2023,54,5,"RAC",1050000,1029000,1
553738,"Opel","Mokka",2022,84,44,"RAC",1120000,0,2
553746,"Citroen","C-Elysee",2022,96,6,"RAC",675000,0,2
553754,"Renault","Taliant",2022,59,6,"RAC",7e+05,0,3
553763,"Opel","Corsa",2023,23,4,"RAC",885000,869500,1
553764,"Renault","Clio",2022,57,3,"RAC",745000,740000,1
553770,"Citroen","C3 AirCross",2022,105,18,"RAC",980000,0,2
553776,"Peugeot","2008",2023,96,4,"RAC",1315000,1301000,1
553784,"Opel","Corsa",2022,66,21,"RAC",870000,874000,1
553789,"Renault","Taliant",2022,78,7,"RAC",7e+05,697000,2
553793,"Peugeot","408",2023,84,6,"RAC",1380000,1371000,1
553794,"Opel","Corsa",2023,78,12,"RAC",865000,0,2
553797,"Peugeot","408",2023,53,31,"RAC",1380000,1385000,1
553799,"Peugeot","2008",2023,65,107,"RAC",1210000,1230500,1
553800,"Peugeot","2008",2022,110,73,"RAC",1055000,1114000,2
553801,"Opel","Corsa",2023,40,1,"RAC",865000,852500,1
553802,"Renault","Clio",2022,65,28,"RAC",745000,750500,1
553803,"Peugeot","408",2023,40,76,"RAC",1325000,1357500,1
553806,"Peugeot","2008",2023,129,87,"RAC",1280000,1320500,1
553813,"Peugeot","2008",2023,46,92,"RAC",1200000,1181500,1
553816,"Peugeot","2008",2023,152,42,"RAC",1325000,1333500,1
553818,"Peugeot","2008",2023,63,3,"RAC",1325000,1303500,1
553819,"Renault","Clio",2023,76,9,"RAC",780000,779000,1
553820,"Opel","Crossland",2022,50,2,"RAC",850000,825500,1
553822,"Opel","Mokka",2022,30,1,"RAC",1125000,1113000,1
553823,"Peugeot","5008",2023,33,53,"RAC",1775000,1765500,1
553825,"Renault","Captur",2023,46,10,"RAC",1075000,1049000,2
553827,"Peugeot","2008",2023,64,2,"RAC",1305000,1280500,1
553833,"Opel","Corsa",2023,42,31,"RAC",850000,850500,1
553840,"Renault","Clio",2023,66,2,"RAC",910000,888500,1
553846,"Renault","Clio",2023,76,43,"RAC",870000,882000,1
553870,"Renault","Clio",2022,96,5,"UYE",589000,601162,2
553909,"Peugeot","2008",2022,87,91,"RAC",1040000,1067000,2
553911,"Opel","Corsa",2023,41,24,"RAC",865000,871000,1
553919,"Opel","Corsa",2023,72,8,"RAC",850000,845500,1
553921,"Opel","Corsa",2022,58,35,"RAC",835000,846000,1
553922,"Peugeot","408",2023,116,114,"RAC",1350000,1391000,1
553923,"Citroen","C-Elysee",2022,134,9,"RAC",685000,681000,1
553924,"Citroen","C-Elysee",2023,35,11,"RAC",705000,702500,1
553927,"Opel","Corsa",2023,50,4,"RAC",835000,834000,1
553932,"Peugeot","408",2023,104,97,"RAC",1350000,1390500,1
553933,"Opel","Crossland",2022,29,13,"RAC",850000,851000,1
553934,"Renault","Taliant",2023,22,4,"RAC",7e+05,673000,1
553936,"Citroen","C-Elysee",2023,46,10,"RAC",680000,699000,1
553941,"Citroen","C-Elysee",2023,54,1,"RAC",705000,695500,1
553942,"Opel","Corsa",2023,54,9,"RAC",875000,846500,1
553943,"Peugeot","408",2023,103,71,"RAC",1350000,1381000,2
553951,"Citroen","C-Elysee",2023,76,2,"RAC",675000,668500,3
553953,"Renault","Clio",2023,29,12,"RAC",790000,780000,1
553954,"Peugeot","2008",2023,60,17,"RAC",1325000,1312000,1
553957,"Opel","Corsa",2023,38,8,"RAC",865000,862500,1
553980,"Peugeot","5008",2023,44,27,"RAC",1765000,1770500,1
553983,"Opel","Mokka",2022,49,2,"RAC",1075000,1074500,1
553986,"Opel","Mokka",2023,162,50,"RAC",1200000,1232000,1
554064,"Peugeot","3008",2023,100,7,"RAC",1540000,1532000,1
554065,"Peugeot","2008",2022,66,13,"RAC",1210000,1192000,1
554066,"Citroen","C-Elysee",2023,25,1,"RAC",715000,710500,1
554068,"Renault","Clio",2023,38,37,"RAC",710000,711000,1
554076,"Opel","Corsa",2022,35,6,"RAC",820000,792000,1
554081,"Peugeot","2008",2022,70,26,"RAC",1175000,1185000,1
554083,"Opel","Corsa",2023,49,4,"RAC",875000,861000,1
554104,"Peugeot","5008",2023,33,4,"RAC",1775000,1761500,1
554114,"Opel","Corsa",2022,44,42,"RAC",850000,846000,2
554116,"Citroen","C3 AirCross",2022,56,7,"RAC",985000,981000,1
554122,"Peugeot","2008",2023,84,10,"RAC",1335000,1327000,1
554128,"Renault","Clio",2023,38,30,"RAC",710000,718000,1
554132,"Opel","Corsa",2023,47,3,"RAC",875000,871000,1
554136,"Peugeot","2008",2022,75,20,"RAC",1220000,1204000,1
554137,"Renault","Clio",2023,14,16,"RAC",710000,704500,1
554138,"Renault","Clio",2023,31,31,"RAC",710000,718500,1
554139,"Renault","Clio",2023,64,38,"RAC",775000,799500,1
554144,"Opel","Corsa",2022,75,13,"RAC",850000,848500,1
554163,"Citroen","C3",2023,102,108,"RAC",845000,845000,2
554168,"Opel","Crossland",2022,83,56,"RAC",855000,0,3
554172,"Opel","Corsa",2022,34,7,"RAC",810000,775000,1
554175,"Opel","Corsa",2022,72,5,"RAC",835000,826000,2
554180,"Peugeot","2008",2022,70,19,"RAC",1210000,1197000,1
554182,"Citroen","C-Elysee",2023,32,12,"RAC",715000,710000,1
554183,"Peugeot","2008",2022,84,5,"RAC",1220000,1191000,1
554185,"Peugeot","2008",2022,59,2,"RAC",1210000,1185000,1
554186,"Opel","Mokka",2023,113,6,"RAC",1130000,0,2
554190,"Opel","Corsa",2022,39,10,"RAC",850000,848500,1
554195,"Citroen","C3 AirCross",2022,50,48,"RAC",990000,1e+06,1
554199,"Citroen","C3 AirCross",2022,51,6,"RAC",975000,972500,1
554203,"Peugeot","2008",2022,70,7,"RAC",1200000,1199000,1
554210,"Peugeot","3008",2022,159,135,"RAC",1450000,1498500,1
554227,"Citroen","C-Elysee",2023,55,3,"RAC",710000,696500,1
554228,"Opel","Corsa",2022,45,4,"RAC",850000,850000,1
554229,"Renault","Clio",2023,55,5,"RAC",725000,721500,1
554232,"Opel","Corsa",2022,41,10,"RAC",850000,848000,1
554242,"Peugeot","2008",2022,96,23,"RAC",1220000,1195500,1
554259,"Opel","Crossland",2022,44,48,"RAC",955000,971500,1
554260,"Opel","Crossland",2022,44,1,"RAC",975000,943000,1
554263,"Peugeot","2008",2022,91,37,"RAC",1210000,1192600,1
554270,"Peugeot","301",2020,39,18,"RAC",5e+05,490500,1
554271,"Peugeot","301",2020,17,79,"RAC",520000,538000,1
554290,"Peugeot","301",2020,19,48,"RAC",520000,531500,1
554291,"Peugeot","301",2020,102,28,"RAC",575000,0,3
554292,"Peugeot","301",2020,34,13,"RAC",590000,580500,1
554295,"Peugeot","301",2020,21,4,"RAC",525000,513500,1
554296,"Peugeot","301",2020,41,2,"RAC",610000,595500,1
554297,"Peugeot","301",2020,37,14,"RAC",530000,509000,1
554298,"Peugeot","301",2020,31,13,"RAC",477500,465000,1
554299,"Peugeot","301",2020,40,34,"RAC",570000,575500,1
554300,"Peugeot","301",2020,32,6,"RAC",580000,580100,1
554302,"Peugeot","301",2020,29,5,"RAC",525000,513500,1
554303,"Peugeot","301",2020,52,5,"RAC",580000,570000,1
554304,"Peugeot","301",2020,44,39,"RAC",555000,0,2
554306,"Peugeot","301",2020,97,25,"RAC",555000,0,3
554307,"Peugeot","301",2020,54,43,"RAC",5e+05,500500,1
554308,"Peugeot","301",2020,47,13,"RAC",540000,533000,1
554309,"Peugeot","301",2020,43,25,"RAC",590000,580000,1
554310,"Peugeot","301",2020,105,38,"RAC",620000,0,2
554313,"Peugeot","301",2020,26,8,"RAC",575000,570200,1
554315,"Peugeot","301",2020,38,7,"RAC",590000,575000,1
554316,"Peugeot","301",2020,107,15,"RAC",590000,0,3
554317,"Peugeot","301",2020,22,10,"RAC",555000,551000,1
554319,"Peugeot","301",2020,27,21,"RAC",540000,534000,1
554320,"Peugeot","301",2020,30,49,"RAC",548000,0,2
554321,"Peugeot","301",2020,42,7,"RAC",560000,550000,2
554322,"Citroen","C-Elysee",2021,53,10,"RAC",610000,0,2
554684,"Citroen","C-Elysee",2021,124,10,"RAC",606000,606000,3
554702,"Renault","Clio",2020,71,5,"RAC",746000,0,2
554728,"Renault","Clio",2020,81,40,"RAC",738000,0,2
554739,"Renault","Clio",2020,29,5,"RAC",727000,727000,1
554749,"Renault","Clio",2020,45,11,"YETKILI SATICI",735000,734500,1
554829,"Renault","Megane",2021,121,4,"FILO",840000,0,3
554855,"Renault","Megane",2020,99,10,"RAC",960000,958000,1
554857,"Renault","Megane",2020,75,5,"RAC",960000,951800,1
554867,"Renault","Megane",2020,71,16,"RAC",937000,0,3
554868,"Renault","Megane",2020,111,23,"RAC",910000,898000,2
554871,"Renault","Megane",2020,49,21,"RAC",875000,875500,2
554874,"Renault","Megane",2020,68,20,"RAC",863000,0,4
554877,"Renault","Megane",2020,43,33,"RAC",875000,0,3
554919,"Citroen","C3 AirCross",2020,25,36,"RAC",740000,749500,1
554920,"Citroen","C3 AirCross",2020,42,43,"RAC",770000,775800,1
554921,"Citroen","C3",2020,18,9,"RAC",555000,557000,1
554922,"Citroen","C3",2020,23,10,"RAC",710000,710000,1
554950,"Opel","Astra",2020,24,15,"RAC",685000,685900,1
554951,"Opel","Astra",2019,90,6,"RAC",715000,715000,1
554953,"Opel","Astra",2020,78,10,"RAC",7e+05,0,2
554954,"Opel","Corsa",2020,25,31,"RAC",655000,658200,1
554955,"Opel","Corsa",2020,46,11,"RAC",695000,697500,1
554956,"Opel","Corsa",2020,48,8,"RAC",7e+05,7e+05,1
554958,"Opel","Corsa",2020,116,58,"RAC",690000,714000,3
554961,"Opel","Corsa",2020,136,48,"RAC",650000,0,4
554962,"Opel","Corsa",2020,54,8,"RAC",625000,0,3
554963,"Opel","Corsa",2019,38,9,"RAC",620000,620500,1
554965,"Peugeot","2008",2020,34,60,"RAC",885000,933000,1
554967,"Peugeot","2008",2020,164,5,"RAC",945000,945000,3
554971,"Peugeot","208",2020,36,4,"RAC",540000,540000,1
554972,"Peugeot","208",2020,20,6,"RAC",510000,510000,1
554974,"Peugeot","3008",2019,26,6,"RAC",1095000,1095000,1
554976,"Peugeot","3008",2020,104,35,"RAC",1130000,1142500,3
554980,"Peugeot","301",2020,63,5,"RAC",565000,565500,1
554985,"Peugeot","301",2020,29,4,"RAC",545000,545000,1
554986,"Peugeot","301",2020,168,5,"RAC",540000,540000,4
554987,"Peugeot","301",2020,216,17,"RAC",540000,541500,4
554989,"Renault","Symbol",2020,54,12,"RAC",450000,0,3
554991,"Renault","Clio",2020,48,84,"RAC",525000,560000,1
554993,"Renault","Clio",2020,27,43,"RAC",505000,521500,1
554994,"Renault","Clio",2020,39,6,"RAC",5e+05,500500,1
554995,"Renault","Clio",2020,58,5,"RAC",495000,0,4
554999,"Renault","Clio",2020,23,10,"RAC",715000,715500,1
555000,"Renault","Clio",2020,91,20,"RAC",765000,765500,4
555002,"Renault","Clio",2020,37,13,"RAC",470000,470000,2
555003,"Renault","Clio",2020,38,3,"RAC",540000,540000,1
555007,"Renault","Clio",2020,64,16,"RAC",530000,0,3
555008,"Renault","Clio",2020,35,26,"RAC",655000,655500,1
555009,"Renault","Clio",2020,72,33,"RAC",665000,673000,1
555010,"Renault","Clio",2020,184,7,"RAC",715000,718000,3
555011,"Renault","Clio",2020,79,85,"RAC",710000,743000,1
555012,"Renault","Clio",2020,238,27,"RAC",7e+05,7e+05,2
555013,"Renault","Clio",2020,147,17,"RAC",680000,680000,4
555014,"Renault","Megane",2020,75,6,"RAC",775000,775000,1
555015,"Renault","Megane",2020,100,110,"RAC",875000,887100,1
555020,"Renault","Megane",2020,32,3,"RAC",680000,681000,1
555021,"Renault","Megane",2020,49,23,"RAC",690000,0,2
555022,"Renault","Megane",2020,60,26,"RAC",760000,760500,3
555031,"Renault","Megane",2019,35,13,"RAC",765000,768000,1
555033,"Renault","Megane",2019,88,69,"RAC",830000,851500,1
555036,"Renault","Megane",2019,100,44,"RAC",840000,846500,1
555041,"Renault","Megane",2019,55,27,"RAC",890000,900500,1
555042,"Renault","Megane",2020,67,48,"RAC",830000,846000,1
555048,"Renault","Megane",2020,41,4,"RAC",790000,790000,1
555049,"Renault","Megane",2020,76,3,"RAC",825000,825000,2
555050,"Renault","Megane",2020,61,15,"RAC",820000,824500,1
555052,"Renault","Megane",2020,84,6,"RAC",795000,795500,1
555054,"Renault","Megane",2020,71,7,"RAC",735000,737500,1
555073,"Opel","Crossland",2020,16,2,"Satın Alma",940000,0,2
555083,"Renault","Megane",2021,270,3,"FILO",1195000,0,4
555090,"Renault","Megane",2021,178,3,"FILO",1250000,1241500,2
555161,"Opel","Corsa",2023,46,5,"RAC",9e+05,896000,1
555167,"Citroen","C3",2023,90,57,"RAC",825000,845000,1
555175,"Citroen","C-Elysee",2023,105,12,"RAC",710000,0,2
555177,"Peugeot","408",2023,51,29,"RAC",1350000,1366000,1
555178,"Citroen","C3",2023,62,8,"RAC",830000,820000,1
555179,"Citroen","C-Elysee",2022,45,5,"RAC",685000,676500,1
555180,"Renault","Taliant",2022,57,15,"RAC",7e+05,699000,3
555183,"Opel","Corsa",2023,85,8,"RAC",9e+05,899500,1
555186,"Citroen","C3 AirCross",2022,70,53,"RAC",9e+05,972000,1
555187,"Opel","Crossland",2022,26,1,"RAC",975000,972500,1
555188,"Opel","Corsa",2023,52,3,"RAC",875000,871500,1
555189,"Peugeot","408",2023,57,17,"RAC",1350000,1389000,1
555192,"Opel","Corsa",2023,39,3,"RAC",860000,831000,1
555196,"Peugeot","3008",2023,102,20,"RAC",1540000,1540500,1
555201,"Citroen","C-Elysee",2023,41,5,"RAC",710000,704500,1
555202,"Citroen","C-Elysee",2023,28,26,"RAC",705000,714000,1
555205,"Citroen","C-Elysee",2023,28,32,"RAC",705000,713500,1
555207,"Citroen","C-Elysee",2023,46,4,"RAC",715000,709000,1
555209,"Opel","Mokka",2023,165,30,"RAC",1080000,0,4
555219,"Renault","Clio",2023,111,5,"RAC",840000,836500,1
555226,"Opel","Corsa",2023,33,10,"RAC",850000,845500,1
555235,"Peugeot","3008",2023,129,7,"RAC",1525000,1525000,1
555293,"Peugeot","208",2020,13,5,"YETKILI SATICI",590000,590000,1
555324,"Citroen","C-Elysee",2023,36,25,"RAC",680000,716000,1
555326,"Renault","Clio",2023,32,4,"RAC",710000,680000,1
555331,"Peugeot","5008",2023,83,21,"RAC",1775000,1764000,2
555332,"Citroen","C-Elysee",2023,36,4,"RAC",705000,703500,1
555335,"Citroen","C-Elysee",2023,30,12,"RAC",705000,703000,1
555336,"Peugeot","5008",2023,48,40,"RAC",1765000,1779000,1
555342,"Citroen","C-Elysee",2023,81,10,"RAC",710000,0,3
555365,"Opel","Astra",2020,35,2,"UYE",750000,720000,1
555418,"Citroen","C-Elysee",2022,39,4,"RAC",650000,591000,1
555428,"Peugeot","2008",2020,65,0,"RAC",1025000,1025000,1
555429,"Peugeot","2008",2020,48,9,"RAC",965000,965000,1
555431,"Peugeot","3008",2020,217,10,"RAC",1140000,1140000,4
555432,"Renault","Clio",2020,33,82,"RAC",515000,552500,1
555433,"Renault","Clio",2020,33,96,"RAC",510000,554000,1
555435,"Renault","Clio",2020,45,7,"RAC",5e+05,500500,3
555437,"Renault","Clio",2020,112,10,"RAC",505000,506500,4
555438,"Renault","Clio",2020,77,13,"RAC",510000,0,4
555441,"Renault","Clio",2020,24,69,"RAC",525000,555500,1
555442,"Renault","Clio",2020,27,2,"RAC",595000,595100,1
555443,"Renault","Clio",2020,91,15,"RAC",540000,540000,4
555445,"Renault","Megane",2020,27,1,"RAC",680000,680500,1
555447,"Renault","Megane",2020,35,15,"RAC",7e+05,7e+05,1
555448,"Renault","Megane",2020,155,37,"RAC",855000,860500,2
555449,"Renault","Megane",2020,78,12,"RAC",835000,835000,1
555450,"Renault","Megane",2020,31,7,"RAC",815000,815000,1
555452,"Renault","Megane",2020,85,5,"RAC",785000,0,3
555454,"Renault","Megane",2020,552,16,"RAC",810000,810000,4
555456,"Renault","Megane",2023,40,11,"Satın Alma",NA,1185000,1
555461,"Renault","Megane",2021,80,1,"FILO",1210000,1179000,1
555462,"Renault","Megane",2021,82,10,"FILO",1200000,1190500,1
555463,"Renault","Megane",2021,52,13,"FILO",1185000,1171000,1
555464,"Renault","Megane",2021,499,11,"FILO",1178000,0,4
555465,"Renault","Megane",2021,370,3,"FILO",1123000,0,4
555466,"Renault","Megane",2021,977,12,"FILO",1190000,0,4
555467,"Renault","Megane",2021,210,3,"FILO",1220000,0,4
555468,"Renault","Megane",2021,357,1,"FILO",1090000,1060000,4
555472,"Opel","Crossland X",2020,60,1,"Satın Alma",805000,0,3
555475,"Peugeot","2008",2023,202,53,"Satın Alma",1365000,1376000,2
555488,"Renault","Symbol",2019,16,6,"YETKILI SATICI",475000,475500,1
555490,"Renault","Clio",2016,457,0,"RAC",424000,0,4
555499,"Opel","Astra",2016,23,12,"RAC",625000,612500,1
555501,"Renault","Clio",2018,234,7,"RAC",560000,0,4
555518,"Renault","Megane",2021,498,2,"FILO",1150000,0,4
555523,"Opel","Astra",2017,108,1,"RAC",627000,627000,2
555639,"Opel","Grandland X",2019,75,9,"YETKILI SATICI",1095000,1076500,3
555663,"Opel","Mokka",2023,130,22,"RAC",1185000,1197000,1
555671,"Citroen","C-Elysee",2023,87,12,"RAC",715000,714000,1
555685,"Renault","Clio",2011,63,85,"YETKILI SATICI",3e+05,306500,1
555698,"Citroen","C-Elysee",2023,26,1,"RAC",680000,0,2
555699,"Citroen","C-Elysee",2022,18,7,"RAC",620000,602000,2
555745,"Citroen","C-Elysee",2023,53,10,"RAC",710000,705500,1
555746,"Peugeot","2008",2023,118,92,"RAC",1285000,1322500,1
555748,"Renault","Clio",2020,63,12,"RAC",723000,723000,1
555767,"Peugeot","208",2023,31,9,"RAC",875000,872000,1
555820,"Citroen","C-Elysee",2022,43,2,"RAC",640000,619500,3
555821,"Citroen","C-Elysee",2022,50,10,"RAC",650000,0,3
555823,"Citroen","C-Elysee",2022,34,9,"RAC",640000,622000,3
555834,"Citroen","C-Elysee",2022,27,5,"FILO",610000,598000,2
555841,"Peugeot","5008",2022,112,9,"FILO",1480000,0,4
555842,"Renault","Clio",2021,401,20,"RAC",707000,707000,3
555843,"Renault","Megane",2021,62,1,"RAC",879000,879000,1
555845,"Renault","Clio",2021,50,42,"RAC",679000,694500,1
555846,"Renault","Clio",2021,41,33,"RAC",656000,671500,1
555847,"Citroen","C-Elysee",2021,37,17,"RAC",609000,609000,1
555848,"Opel","Corsa",2015,51,6,"RAC",550000,0,3
555849,"Opel","Corsa",2015,23,4,"RAC",535000,530000,1
555851,"Opel","Corsa",2015,61,11,"RAC",540000,535000,2
555862,"Opel","Corsa",2015,28,2,"RAC",555000,549300,2
555863,"Opel","Corsa",2015,168,0,"RAC",529500,529500,3
555874,"Renault","Megane",2021,78,1,"FILO",1040000,0,3
555875,"Renault","Megane",2021,155,3,"FILO",1185000,0,4
555876,"Renault","Megane",2021,219,2,"FILO",1125000,0,4
555877,"Renault","Megane",2021,286,3,"FILO",1090000,1080000,4
555878,"Renault","Megane",2021,30,11,"FILO",1140000,1116000,2
555879,"Renault","Megane",2021,54,6,"FILO",1100000,1065000,2
555880,"Renault","Megane",2021,395,3,"FILO",1200000,0,4
555881,"Renault","Megane",2021,50,4,"FILO",845000,0,2
555882,"Renault","Megane",2021,396,12,"FILO",1090000,0,4
555883,"Renault","Megane",2021,51,2,"FILO",1200000,0,2
555884,"Renault","Megane",2021,711,11,"FILO",1080000,1065000,4
555885,"Renault","Talisman",2020,174,1,"FILO",1110000,1064500,4
555886,"Renault","Megane",2021,77,3,"FILO",1225000,1216000,1
555887,"Renault","Megane",2021,1344,11,"FILO",1090000,1090000,4
555888,"Renault","Megane",2021,297,2,"FILO",1090000,0,4
555907,"Opel","Corsa",2015,404,6,"RAC",520000,510000,4
555908,"Opel","Corsa",2016,23,12,"RAC",570000,563500,1
555909,"Opel","Corsa",2015,374,24,"RAC",535000,531000,4
555910,"Opel","Corsa",2015,361,18,"RAC",515000,512500,4
555913,"Opel","Corsa",2023,54,34,"RAC",855000,867500,1
555948,"Peugeot","2008",2017,16,0,"Satın Alma",870000,870000,2
556008,"Renault","Taliant",2022,17,6,"RAC",566000,566000,1
556056,"Renault","Megane",2020,130,71,"FILO",1030000,1086000,1
556057,"Renault","Megane",2020,86,5,"FILO",980000,0,3
556063,"Peugeot","2008",2023,140,24,"RAC",1300000,1301000,1
556130,"Renault","Symbol",2015,313,4,"RAC",409500,409500,4
556132,"Opel","Corsa",2015,32,55,"RAC",535000,550500,1
556135,"Opel","Grandland X",2020,35,3,"RAC",1e+06,917000,2
556164,"Renault","Megane",2019,242,1,"RAC",777000,0,3
556171,"Renault","Clio",2018,167,0,"RAC",534000,534000,2
556213,"Renault","Megane",2020,90,69,"RAC",770000,802000,1
556214,"Renault","Megane",2020,48,19,"RAC",724000,740000,1
556221,"Renault","Clio",2023,103,9,"RAC",882000,870500,1
556222,"Renault","Clio",2023,28,11,"RAC",865000,863000,1
556226,"Peugeot","5008",2022,38,3,"Satın Alma",1500000,1490000,1
556237,"Opel","Corsa",2023,59,31,"RAC",890000,893500,1
556239,"Opel","Corsa",2023,45,5,"RAC",825000,810500,1
556242,"Renault","Taliant",2022,30,10,"RAC",6e+05,6e+05,1
556349,"Renault","Megane",2020,96,8,"YETKILI SATICI",895000,890000,1
556451,"Renault","Megane",2020,145,28,"RAC",833000,0,4
556452,"Renault","Megane",2020,47,2,"RAC",837000,837000,3
556457,"Renault","Clio",2019,92,26,"RAC",670000,667000,3
556466,"Peugeot","301",2020,25,16,"RAC",470000,0,3
556469,"Peugeot","301",2020,94,12,"RAC",520000,0,3
556474,"Peugeot","301",2020,33,5,"RAC",5e+05,0,2
556475,"Peugeot","301",2020,19,4,"RAC",535000,525800,1
556482,"Peugeot","301",2020,38,18,"RAC",NA,591000,1
556483,"Peugeot","301",2020,22,15,"RAC",580000,580500,1
556485,"Peugeot","301",2020,83,13,"RAC",550000,547000,3
556486,"Peugeot","301",2020,20,8,"RAC",570000,568000,1
556487,"Peugeot","301",2020,76,14,"RAC",5e+05,501500,3
556500,"Renault","Megane",2020,40,4,"RAC",870000,867000,1
556501,"Renault","Megane",2020,44,5,"RAC",880000,875000,1
556503,"Renault","Megane",2020,35,7,"RAC",850000,846500,1
556525,"Renault","Megane",2020,40,1,"FILO",840000,783500,1
556526,"Renault","Megane",2021,70,1,"FILO",1115000,0,2
556527,"Renault","Megane",2021,35,1,"FILO",9e+05,876000,1
556529,"Renault","Megane",2021,38,1,"FILO",1120000,1096800,1
556530,"Renault","Megane",2021,90,1,"FILO",1150000,1133000,1
556556,"Renault","Megane",2010,30,16,"Satın Alma",530000,525500,1
556564,"Renault","Clio",2020,32,14,"RAC",724000,730000,1
